customer_tweet_id,customer_text,brand_text,true_intent,true_escalation,notes
242234,@Uber_Support my app isn’t working,@173534 We just got back to you via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
919478,@Uber_Support please reply to my submission 😒,@338258 We've sent you a DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
102186,@Uber_Support Sent you direct message,@138409 Thanks! Sorry to hear about the trouble. We see that you've submitted a support request and a member of our team will follow up with you as soon as possible. Thanks for your patience while we look into this.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1331335,@Uber_Support  https://t.co/wCogannS7M,@430586 We can definitely take a closer look! Contact us here; https://t.co/fyn3pR81ht so we can help.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
25040,@Uber_Support @115873,@121413 We're here to help! Send us a note at https://t.co/OhfgxSAY58 so we can assist.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1139882,@Uber_Support Am I going to get a reply?,@388323 Please reach out to @131077 for further assistance.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2667427,@Uber_Support Status pls,"@751436 Hey, Abhishek. Please send us a DM for an update regarding your concern. https://t.co/sd7yH5jmbJ",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
51751,@115873  @Uber_Support I can’t buy a ride pass.,"@127633 Here to help, Brian! We see your DM and will be in touch shortly.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2842778,@Uber_Support Not Getting any reply,@297270 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2436061,@Uber_Support please check DM!,@119549 Hi there! Please send us a note at https://t.co/dInR3racif and we'll be happy to look into this for you.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2672712,@Uber_Support Here https://t.co/pwuREs4Ohe,"@752483 Hi, There. We've followed up via DM.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2269799,@Uber_Support can you help with ubereats please?,@660471 We're here to help! Please DM us additional details regarding your concern and the email address associated with your account so we can assist further.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1627324,@Uber_Support https://t.co/HrEtAhjQVh,@125058 Sorry for the trouble! Send us a note via https://t.co/xMxswVLBKT so we can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2392792,@Uber_Support Done this waiting on your response,@689027 Please send us a DM with your email address and additional details for further assistance.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
295463,@Uber_Support Sorry didn't get any email yet.,@186366 Thank you for reaching back out! You can find this email in your junk or spam folder if it is not in your inbox. Please check there.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
127692,@Uber_Support @115873 @116288,"@144694 Looks like we've been in touch via in app support, we'll continue working with you there. Please include any questions you have there moving forward. Thanks!",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2854311,@Uber_Support Not really but I will keep trying,"@793450 We appreciate you getting in touch. It sounds like your application is still being improved, but we'd like to take a look and make sure everything is going smoothly. Go ahead and DM us with your Uber account email address, and we'll be happy to connect.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2822651,@Uber_Support that link isn’t working.,@786573 Sorry for the confusion! Please send us a note at https://t.co/VWIHOum1WF so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
960767,@Uber_Support i just sent an email.,@119155 Thanks! We know how time-sensitive this issue is for you. Hang-tight for us!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2954561,@Uber_Support Which link?,@815682 Sorry for the confusion! Please send us a note via https://t.co/3h8wdQ4EJK so we can assist further.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
60360,@Uber_Support Nope not helping,@129807 Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
176080,@Uber_Support Hey I am here,"@157414 Please DM us specific details of your concern together with your email address, so we can better assist you.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
161358,@Uber_Support How do I send a note,@153235 Sorry for the trouble! Kindly send us a direct message (DM) with your email address so our team can assist.,general_inquiry,AUTO_HANDLE,General procedural inquiry or operational clarification.
2752777,@Uber_Support Messaged 30 minutes ago,@770610 We just sent you a DM. Please check your messages.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1268751,@Uber_Support Please read the issue once more,@417078 Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2769106,@Uber_Support Still no response @Uber_Support,@150757 Thank you for getting back to us. Please send us a DM (direct message) with your account email and phone number so we can look into this.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
866348,@Uber_Support Ok but I still don’t see it’s closed,"@325710 Hello, Bohraj. We've followed up with you via DM regarding this matter.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2727145,@Uber_Support i sent DM to you plz check it,@764742 Here to help! Send us a note via https://t.co/WFtPA6RjWt so we can help.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1261391,@Uber_Support Sent a DM. Looking forward.,"@415494 We see your DM and will be in touch shortly, Lucifer.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1668942,@115873 @Uber_Support https://t.co/Y9aUHBRrBU,@479029 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
611381,@Uber_Support hey whats your email address,"@265363 We're always here to help, Naomi. Simply click on the 'Help' button in the app to contact us.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
875256,@Uber_Support It should NOT be this hard bruh,@327809 We see your DM and a member of our team will be in touch shortly.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
462584,@Uber_Support Is it ok to keep driving,"@224942 Thanks for reaching back out to us about this, Diane. Yes, its perfectly fine to continue driving if you want to. If you have any further questions please let us know.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2600270,"@Uber_Support HI SENT A DM PLS CHECK, THANKS!",@623852 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
512997,@Uber_Support Sent it over an hour back.,@238024 Hey there! We've just followed up with you via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
242259,@Uber_Support There’s no free food option,"@173543 We just followed up via your in-app support, Elliot. Please check your messages in the ""Help"" section of your app for further assistance.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
460129,@Uber_Support Y'all taking too long.,@224337 Here to help! Contact us here; https://t.co/ngmWhYuPJp so we can take a closer look.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1386865,@Uber_Support It didn’t help though.,@215549 We've responded via DM!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
895041,@Uber_Support ok my Mommy did,@332518 A member of our team will follow up as soon as possible.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
573686,@Uber_Support uu nvr delivered my food 😭😭😭😭😭😭😭,@254876 Sorry to hear this was your experience! Please send us a note at https://t.co/E1hSTdoIlL so our team can connect right away.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2323276,@Uber_Support Not able to login to my account after resetting the password.,@673150 Here to help! Send us a note via https://t.co/Md7v036OoC so we can connect.,account_access,ESCALATE,Security/account credential issue requiring human verification.
668594,@Uber_Support hello Uber how I can book spacious cab for my luggage from gurgaon to Delhi railway station,@279424 Here to help! Please visit https://t.co/Br722xxLdg for more info.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1439066,"@Uber_Support @115873 
Tell me what I am suppose to do?!? How do you plan to make this right?",@453965 We're here to help! Please send us a note via https://t.co/Md7v036OoC so we can assist further.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2414706,@Uber_Support I live 10min walk from the store.. https://t.co/ld6BGiK7tl,@694094 We're so sorry you didn’t get your free Original Glazed Dozen box. We experienced technical issues and demand was through the roof. Stay tuned for more fun promotions soon!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1700120,@515566 @Uber_Support Lmao no i was trying add it for my McDonald’s the other day and for my roommate’s food today,"@510522 Happy to help, Angelica! Feel free to check out https://t.co/r8kAQthr56 for more details on tipping in the app.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
104012,I was looking to sign up for the San Diego flat fare but I have no idea how to. @Uber_Support help 😩,@138922 Here to help! Simply follow the link if you have trouble in purchasing a ride pass; https://t.co/3h8wdQ4EJK so our team can connect.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
703158,@Uber_Support I have filled up a form in your link and sent it to you.. Hoping to get a reply in email soon,"@287976 We can take a look, Sangram. Send us a DM with your email address so we can follow up.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
496040,@Uber_Support Done. Thanks for working to resolve the issue.,"@233318 Hello, Christiania! Thanks for your patience. Please check your DM for our reply.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2213395,"@Uber_Support Yes, she finally did. What do you want?","@646861 We're following up with you via DM, be on the look out for our message.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
949084,Hey @Uber_Support - Uber Eats is great idea. Uber Bicycle is an epic fail. #coldNoddles,"@345084 Sorry to hear about any trouble, Jordan. Share details here; https://t.co/UuEqrZQbvE, and we'd be happy to assist.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2694024,@Uber_Support why am I being charged $15 when my ride kept saying $2?!,@757165 Here to help! Please send us a note here; https://t.co/1xM0TILvAI so our team can assist.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1358167,"@Uber_Support 

I have a problem with logging in with my number,how i can access now ?",@436650 Hello - There. We've followed up via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
746094,@Uber_Support two drivers canceled on me for no reason and my card is still getting charged?,@298360 Sorry to hear about this - please check out https://t.co/h840Iouehc for additional details.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
322693,@Uber_Support Has this been resolved?! I have heard nothing back.,@192796 A Member of our team has responded to your inquiry. Please follow up there with any further concerns.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
949753,@Uber_Support Why was I charged a wait time? We got to our driver immediately after he arrived.,"@345255 Hi, we're here to help. Please DM us the email linked to your Uber account so we can look into this for you.",trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
541628,@Uber_Support @Uber_Support  I've just raised the same query thru' this webpage you mentioned. Please reply,@245674 Happy to help! Send us a DM with your email address and our team will follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2150061,@Uber_Support Hello.  Are there Uber Gift Cards available in Australia?,@631903 Hi Chris! Visit this link https://t.co/BiG8FoEXgi to find a store near you.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1111416,"@115873 @Uber_Support Uber has deducted 700 rs from @122951 @132444 without any ride.
Please do something asap.",@382323 We can definitely follow up! Send us a note here; https://t.co/dInR3racif so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
557174,@Uber_Support Thank you!!  How can I buy the ride pass?,"@213354 Hi there, we're here to help! You can check this link https://t.co/3h8wdQ4EJK to learn more about purchasing ride pass.",general_inquiry,AUTO_HANDLE,General procedural inquiry or operational clarification.
1119167,@Uber_Support ive try messaging this company and this company is now ignoring me,@337506 We see your message and will be following up via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2523522,@Uber_Support My account has been messed up since 12pm pst. Please dm me so we can try to resolve this issue thanks.,"@718643 We've responded via DM, please check your messages. Thanks!",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2699129,@Uber_Support how do I report an Uber driver’s road rage that put my family and others in danger today in Montreal?,@758312 Oh no! Thanks for bringing this to our attention. We hope everyone is OK! Go ahead and report this to; https://t.co/jIG0pUkQzG so we can follow-up.,safety_incident,ESCALATE,Contains critical safety/emergency keywords.
886368,@Uber_Support My guy this doesn’t answer why is my auto-renew not available on this pass,"@330452 We can review this further for you, Bryan. Go ahead &amp; DM us the email linked to your Uber account so we can review. https://t.co/sd7yH5jmbJ",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1309125,@Uber_Support Lets see wgat happens... https://t.co/5fUxmUCU2X,@117973 Thanks for reaching out. Please DM us the email address linked to your account so we can look into this for you.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1818446,"@Uber_Support I have responded as well, after which you choose to ignore me.",@144556 Hello! Thanks for your patience. Please check your DM for our reply.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2919233,@Uber_Support left iPhone in car please dm me. Can’t access account,@807982 We're here to help. We just sent you a DM.,lost_item,AUTO_HANDLE,Report of forgotten or lost property.
1346794,"@Uber_Support Hi, can an Uber XL in London carry a 6 ft x 6 ft packaged fence panel with the seats folded down?","@434063 Here to help! Follow up here; https://t.co/SjsQQ8ofRq, and our team will connect right away.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
979765,@115873 @Uber_Support are y’all still functionning in Quebec past october 14,@352343 Hey Alicia! Yes we will.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2711962,"Hi @Uber_Support, how do you report multiple(like 20) fradulent transactions on an account? Asking for a friend.","@383595 According to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1382170,"@116288 @115873 @Uber_Support 

Do Consider and Fix it immediately https://t.co/nZkM5IpOFo",@441680 Here to help. Send us a note at https://t.co/u3MyknJaaN so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1882038,"@Uber_Support Actually, the account has updated and says not charged, thanks anyway","@561639 Glad to hear everything was taken care of. If you have any other questions or concerns, please feel free to reach back out to us at anytime.",trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1285743,@Uber_Support I can't log into my account with my number. It says it's associated with another account. How do I log in?,"@420749 We apologize for the trouble! Send us a note here, https://t.co/Md7v036OoC, and our team will be in touch.",general_inquiry,AUTO_HANDLE,General procedural inquiry or operational clarification.
1444641,@Uber_Support As usual .. no revert by your team.. it's been 4 days now ... @Uber_Support #fake #disappointed,"@455234 Hi, Ankita! We have followed up via DM.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1384875,@Uber_Support another awful user experience last night. Would seriously like some assistance.,@442262 Our team has recently responded via email. Please reply there if you have additional questions!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2533973,@Uber_Support i can't login to my account after switch android to iphone. can help some for the same,@721050 Here to help! Send us a note via https://t.co/Md7v036OoC so we can connect.,account_access,ESCALATE,Security/account credential issue requiring human verification.
2369784,"@115873 forgot password is not working
@Uber_Support",@683884 Here to help! Follow up here; https://t.co/7NEPYnmuMH and our team will connect right away.,account_access,ESCALATE,Security/account credential issue requiring human verification.
1174853,"@Uber_Support yo, could you guys please check out my DM when you got a sec. Thanks",@396343 Here to help. Send us a note at https://t.co/jjOMGm5bdz so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1668417,@Uber_Support looks like the #expresspool is back on my account. can you confirm that it's enabled?,@122728 We've responded via DM!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
249547,"@Uber_Support Hi. I wanna ask if it is possible to book for 1 uber car for 2 destinations?
Thank you and God Bless.",@175309 We're here to help! We just sent you a DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2826004,@Uber_Support Trying to find a lost phone and the website doesn't even have the call this number box.,"@787227 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/rOtqyWzf0B so our team can assist.",lost_item,AUTO_HANDLE,Report of forgotten or lost property.
347545,@Uber_Support why is there no email to contact you guys? My issue is not listed in the app,"@198764 We're here to help, Elizabeth! Send us a DM with your email address so we can assist.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1535617,@Uber_Support Is that correct? @115873 drivers can no longer cancel trips?,"@476156 Sorry to hear about this, Dan. Your driver has the ability to cancel a trip. Find out more info here: https://t.co/YqGC6qQdzI.",ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
490714,"@Uber_Support PLEASE help i get ""oops somethings gone wrong"" every time i try to request cars!",@231885 Here to help. Send us a note at https://t.co/xMxswVLBKT so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1086201,@Uber_Support Do you have a phone number I can call,"@376223 At this time we don't offer phone support, as communication is streamlined via email. Send us a DM with your email address so we can assist.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1605698,@Uber_Support Why do you guys hire people who can't read loction points?! 🤔,"@492551 We're always here to help! We appreciate your feedback, we'll be sure to escalate this to our team.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
91617,@Uber_Support sir what about the status of my query...,@135868 Hey! Please reply to us by e-mail with the requested information to continue communication on this. We're happy to help.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2373521,@Uber_Support you guys need to get rid of a restaurant ASAP. Doesn’t process uber orders. Third time this happened,@684736 Sorry to hear about the trouble. Let's take a further look into this. Please send us a DM with the email and phone number linked to your account.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
859009,@Uber_Support This is wrong information given by your driver,@323956 Will you please DM us with your email address associated with your account? We'll look into it.,general_inquiry,AUTO_HANDLE,General procedural inquiry or operational clarification.
2674218,@Uber_Support   I cannot get a verification code from your system to renew my Uber license.. Please help..,"@752833 We're here to help, Jesse! Send us a DM with your email address and more details so we can follow up.",account_access,ESCALATE,Security/account credential issue requiring human verification.
334154,@Uber_Support She did but your helpdesk refused to give her help. Please consider this as her personal request.,"@195611 Unfortunately, we will not be able to assist another rider on your behalf. Please have the account holder reach back out via in-app support.",driver_conduct,ESCALATE,Customer reports abusive or non-compliant driver behavior.
1790077,@Uber_Support Hi - I am a rider in Sydney.   My account has been disabled and I cannot reactivate it.,@537712 Here to help! Contact us here; https://t.co/Md7v036OoC so we can take a closer look.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
159627,"@Uber_Support I have already, waiting for a response.",@152753 We apologize for the trouble! Send us a DM with your email address and we'll connect.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
2426180,@Uber_Support I need receipts that can be printed. The email receipts are too large.,@696692 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1968425,@Uber_Support I messaged u first but u people r not taking any action. This is auto generated message. Sending to all,@583232 Thank you for getting back to us. Please send us a DM (direct message) with your account email and phone number so we can look into this.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2431639,@Uber_Support i left my phone in my uber drivers car. I need help asap! how do I get it back??,@697939 Hi there! Please send us a note at https://t.co/rOtqyWzf0B and we'll be happy to look into this for you.,lost_item,AUTO_HANDLE,Report of forgotten or lost property.
1230954,@Uber_Support Please take immidiate action. Look what i found from my last order from Uber eats. https://t.co/QLtrJ7e9GL,@408726 Here to assist you further! Send us your email address via direct message (DM) so our team can follow-up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
858020,Imagine what he’s telling me. @Uber_Support https://t.co/UGrUMUhuGw,"@323753 Sorry to hear about the pick up issues. Please DM us your account's email address, plus trip details, so we can follow up.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
63254,@Uber_Support They answered me the same thing for the third time but i'm unable to reply \o/ It's a joke right ?,"@130516 Hi, Xavier. Please send us a DM with your account email address and we'll be in touch.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2652809,@Uber_Support All you have to do is make sure people can read the difference between Kaitlyn and Kathleen. If,@748127 So sorry about the trouble! Please send us a DM with your email address so we can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2066616,I can’t believe our @115873 @Uber_Support ran over my friends boyfriend foot!!,"@611127 Sorry to hear about this, Ashley. Please have the account holder DM us with their account email address and trip details and we'll follow up",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2051519,@Uber_Support I need help for our Business Uber Account,"@606693 Thanks for letting us know, Vanessa! Send us a note by signing in at https://t.co/o3Oo0JkpFO with the details and we can help.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
97653,@Uber_Support Is there a ride pass coming out in Boston for December??,"@137376 Thanks for reaching out, Kaitlyn. Ride passes are available to only a select number of riders each month. 
Riders are notified via email if they are eligible to purchase, and receiving an invite to purchase one month does not guarantee future eligibility. Stay tuned!",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2577135,@Uber_Support They followed up with a single reply and after that I am waiting to get it resolved till now.,@730723 We've been in touch via DM!,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
